Title,Genre,Runtime,imdbRating,Year
The Long Walk Home,"Drama, History",97,7.3,1990
L'affaire du courrier de Lyon,"Drama, History",102,6.8,1937
Actas de Marusia,"Drama, History",110,7,1976
The Egyptian,"Drama, History",139,6.6,1954
Hanussen,"Drama, History",140,7.3,1988
Joyeux Noel,"Drama, History, Music",116,7.8,2005
Hearts in Exile,"Drama, History, Romance",59,5,1915
Cardinal Richelieu,"Drama, History, Romance",82,6.3,1935
A Pearl in the Forest,"Drama, History, Romance",90,8.2,2008
The Cosmonaut,"Drama, History, Romance",93,4,2013
Agnes,"Drama, History, Romance",101,6.8,1995
Shadow Magic,"Drama, History, Romance",116,7.3,2000
Shahjehan,"Drama, History, Romance",121,6.2,1946
The Journey,"Drama, History, Romance",126,7,1959
Didostatis Marjvena (pirveli seria),"Drama, History, Romance",180,8,1969
K-19: The Widowmaker,"Drama, History, Thriller",138,6.6,2002
Munich,"Drama, History, Thriller",164,7.6,2005
Conspiracy,"Drama, History, War",96,7.8,2001
Conspiracy,"Drama, History, War",96,7.8,2001
Wolne miasto,"Drama, History, War",98,6.9,1958
Histoire du caporal,"Drama, History, War",100,4.7,1984
Tali-Ihantala 1944,"Drama, History, War",117,5.8,2007
The Retrieval,"Drama, History, Western",92,6.5,2013
Zombiestad Gotland,"Drama, Horror",60,3.5,2008
Undo infinito,"Drama, Horror",69,5,2013
A Chronicle of Corpses,"Drama, Horror",83,3.6,2000
The Death of Alice Blue,"Drama, Horror",87,6.1,2009
Slaughter Creek,"Drama, Horror",94,2.9,2011
Haunted,"Drama, Horror",108,6.3,1995
Blood Kisses,"Drama, Horror, Mystery",72,5.2,2012
Wrists,"Drama, Horror, Mystery",78,5.2,2010
Taboo,"Drama, Horror, Mystery",80,3.6,2002
Aswang: A Journey Into Myth,"Drama, Horror, Mystery",81,6.4,2008
House of 9,"Drama, Horror, Mystery",86,5.6,2005
The Eleventh Aggression,"Drama, Horror, Mystery",90,4.2,2009
Deadly Sins,"Drama, Horror, Mystery",98,4.8,1995
You (Us) Me,"Drama, Horror, Romance",88,5.6,2014
The Transcend,"Drama, Horror, Romance",116,4.4,2014
The Monolith Monsters,"Drama, Horror, Sci-Fi",77,6.5,1957
Roger Corman's Frankenstein Unbound,"Drama, Horror, Sci-Fi",85,5.4,1990
Moonchild,"Drama, Horror, Sci-Fi",90,2.3,1974
Weaverfish,"Drama, Horror, Sci-Fi",95,4.4,2013
Shifter,"Drama, Horror, Sci-Fi",98,2.9,2011
Godsend,"Drama, Horror, Sci-Fi",102,4.8,2004
The Diary of Alice Applebe,"Drama, Horror, Thriller",60,6.9,2012
Craters of the Moon,"Drama, Horror, Thriller",77,6.3,2011
Lesser Miracles,"Drama, Horror, Thriller",83,6.9,2013
Mischief Night,"Drama, Horror, Thriller",87,4.5,2013
The 7th Hunt,"Drama, Horror, Thriller",90,3.1,2009
Gut,"Drama, Horror, Thriller",91,3.9,2012
You'll Like My Mother,"Drama, Horror, Thriller",92,6.7,1972
Echoes,"Drama, Horror, Thriller",93,4.3,2014
Near Dark,"Drama, Horror, Thriller",94,7,1987
Awaiting,"Drama, Horror, Thriller",95,4.7,2015
Devil in the Flesh,"Drama, Horror, Thriller",99,5.1,1998
The Killing Games,"Drama, Horror, Thriller",101,4.4,2012
Thirst,"Drama, Horror, Thriller",133,7.2,2009
Kayan,"Drama, Music",85,7.1,2012
I Am Not a Hipster,"Drama, Music",90,6.7,2012
Rio Zona Norte,"Drama, Music",90,7,1957
Susanna van Biljon,"Drama, Music",98,5.2,2010
The Mambo Kings,"Drama, Music",104,6.4,1992
Lucia di Lammermoor,"Drama, Music",128,8.5,1983
Hearts of Fire,"Drama, Music, Musical",95,4.3,1987
Once,"Drama, Music, Romance",85,7.9,2006
Once,"Drama, Music, Romance",85,7.9,2006
Torch Song,"Drama, Music, Romance",90,5.3,1953
Honey,"Drama, Music, Romance",94,5.2,2003
Honey,"Drama, Music, Romance",94,5.2,2003
The Tango Lesson,"Drama, Music, Romance",100,6.8,1997
Carmen,"Drama, Music, Romance",102,7.6,1983
Almost Famous,"Drama, Music, Romance",122,7.9,2000
Wunderkinder,"Drama, Music, War",100,6.7,2011
Bolero inmortal,"Drama, Musical",105,5.9,1958
The Moon Over the Alley,"Drama, Musical",107,7.2,1976
Meghasandesam,"Drama, Musical",151,7.7,1983
Eeshwar,"Drama, Musical, Family",147,7.3,1989
Mother India,"Drama, Musical, Family",172,8.1,1957
In Gay Madrid,"Drama, Musical, Romance",82,5,1930
Fotoromanzo,"Drama, Musical, Romance",90,4.7,1986
Bitter Sweet,"Drama, Musical, Romance",94,6.4,1940
A Star Is Born,"Drama, Musical, Romance",154,7.8,1954
Gol a Gol,"Drama, Musical, Sci-Fi",89,6,2010
Mi caballo el cantador,"Drama, Musical, Western",107,5,1979
Footsteps in the Night,"Drama, Mystery",62,5.7,1957
The Phantom of Paris,"Drama, Mystery",74,7.6,1931
The Ware Case,"Drama, Mystery",79,5.4,1938
Narda o el verano,"Drama, Mystery",80,6,1970
"Bluu, Last Days of Ibiza","Drama, Mystery",81,5.7,2013
"Bluu, Last Days of Ibiza","Drama, Mystery",81,5.7,2013
Castro,"Drama, Mystery",85,6.8,2009
Barf Rooye Shirvani Dagh,"Drama, Mystery",90,5.9,2011
Dziewczynka z hotelu Excelsior,"Drama, Mystery",91,6.2,1988
Un an,"Drama, Mystery",98,4.8,2006
Rampo,"Drama, Mystery",100,7.1,1994
Cafe Society,"Drama, Mystery",107,5.6,1995
Oilfields Mines Hurricanes,"Drama, Mystery",122,6.4,2014
Quest for Love,"Drama, Mystery, Romance",87,6.7,1971
Passengers,"Drama, Mystery, Romance",93,5.8,2008
Past Midnight,"Drama, Mystery, Romance",100,5.6,1991
Mauri,"Drama, Mystery, Romance",101,5.4,1988
The Words,"Drama, Mystery, Romance",102,7.1,2012
Shanghai,"Drama, Mystery, Romance",105,6.5,2010
Dis-moi qui tuer,"Drama, Mystery, Thriller",85,3.2,1965
Abandoned,"Drama, Mystery, Thriller",88,5,2010
The Perfect Nanny,"Drama, Mystery, Thriller",90,5,2000
Dangerous Passions,"Drama, Mystery, Thriller",91,5.3,2003
White Bird in a Blizzard,"Drama, Mystery, Thriller",91,6.4,2014
Slow Burn,"Drama, Mystery, Thriller",93,5.9,2005
Endangered Species,"Drama, Mystery, Thriller",97,6,1982
Silent Ones,"Drama, Mystery, Thriller",97,6.7,2013
Woman of Desire,"Drama, Mystery, Thriller",97,4,1994
The Fields,"Drama, Mystery, Thriller",100,4.4,2011
The Conversation,"Drama, Mystery, Thriller",113,7.9,1974
Strange Fruit,"Drama, Mystery, Thriller",115,5.5,2004
Witness for the Prosecution,"Drama, Mystery, Thriller",116,8.4,1957
Lost Highway,"Drama, Mystery, Thriller",134,7.7,1997
Lone Prophet,"Drama, News",80,6.5,2013
The Belle of Broadway,"Drama, Romance",55,7,1926
Sorority House,"Drama, Romance",64,5.9,1939
Secrets of an Actress,"Drama, Romance",70,7.3,1938
His Greatest Gamble,"Drama, Romance",71,6,1934
Life Begins with Love,"Drama, Romance",72,4.6,1937
Condemned Women,"Drama, Romance",77,6.1,1938
Lovers Courageous,"Drama, Romance",77,6.1,1932
Magnificent Brute,"Drama, Romance",77,6.5,1936
Love Chronicles,"Drama, Romance",78,5.2,2003
Ekeino to kalokairi...,"Drama, Romance",79,6.2,1971
Akwarele,"Drama, Romance",80,6.2,1978
Bad Boy Street,"Drama, Romance",80,5.8,2012
Divorce in the Family,"Drama, Romance",81,6,1932
Corrida,"Drama, Romance",82,6.4,1982
Redwoods,"Drama, Romance",82,5.5,2009
The Wild Heart,"Drama, Romance",82,6.5,1952
Thelo na ziso ston ilio,"Drama, Romance",83,1.3,1966
"Yesli mozhesh, prosti...","Drama, Romance",84,6.6,1984
"Yesli mozhesh, prosti...","Drama, Romance",84,6.6,1984
A Trip to the Island,"Drama, Romance",85,6.1,2013
Andrine og Kjell,"Drama, Romance",85,5,1952
Men in Love,"Drama, Romance",85,4,1990
Yasemin,"Drama, Romance",85,6.9,1988
Gorozhane,"Drama, Romance",86,7,1977
Moy lyubimyy kloun,"Drama, Romance",86,7.1,1986
La cena delle beffe,"Drama, Romance",87,6.2,1942
Pallieter,"Drama, Romance",89,5.7,1976
Annie Laurie,"Drama, Romance",90,7.7,1927
Babicka,"Drama, Romance",90,6.7,1940
Cairo Time,"Drama, Romance",90,6.7,2009
Ethereal Everlasting,"Drama, Romance",90,7.2,2011
Hiroshima Mon Amour,"Drama, Romance",90,8,1959
Marty,"Drama, Romance",90,7.7,1955
Naked Tango,"Drama, Romance",90,6.2,1990
Sailors Don't Cry,"Drama, Romance",90,5.7,1990
Shattered Focus,"Drama, Romance",90,7.3,2009
Stockholm,"Drama, Romance",90,7,2013
Touched,"Drama, Romance",90,5.9,2005
Touched,"Drama, Romance",90,5.9,2005
You Light Up My Life,"Drama, Romance",90,4.5,1977
The Beautiful Risk,"Drama, Romance",91,7.8,2013
Dans Paris,"Drama, Romance",92,6.6,2006
Molodye,"Drama, Romance",92,4.8,1971
Zostane to medzi nami,"Drama, Romance",92,4.4,2002
Dandelion,"Drama, Romance",93,7,2004
Fall,"Drama, Romance",93,6.1,1997
Les passagers,"Drama, Romance",93,6.2,1999
"Niagara, Niagara","Drama, Romance",93,7.1,1997
The American Standards,"Drama, Romance",94,4.5,2008
I Sell Love,"Drama, Romance",95,6.3,2014
Perfumed Garden,"Drama, Romance",95,3.3,2000
World Without Waves,"Drama, Romance",95,6.7,2004
Maze,"Drama, Romance",97,6.5,2000
Molodaya zhena,"Drama, Romance",97,7.4,1979
Capriccio,"Drama, Romance",98,4.9,1987
Pijnstillers,"Drama, Romance",98,6.5,2014
The Deep Blue Sea,"Drama, Romance",98,6.3,2011
Adam,"Drama, Romance",99,7.2,2009
Beni unutma,"Drama, Romance",100,6.3,2011
"Bibingka... Apoy sa ilalim, apoy sa ibabaw","Drama, Romance",100,4.8,2002
"Bibingka... Apoy sa ilalim, apoy sa ibabaw","Drama, Romance",100,4.8,2002
One Love,"Drama, Romance",100,6.4,2003
To koritsi tou louna park,"Drama, Romance",100,4,1968
Feast of Love,"Drama, Romance",101,6.7,2007
Loulou,"Drama, Romance",101,6.9,1980
Leila,"Drama, Romance",102,7.8,1997
Starshaya sestra,"Drama, Romance",102,7.3,1967
Jezebel,"Drama, Romance",104,7.6,1938
Two Moon Junction,"Drama, Romance",104,4.8,1988
December Boys,"Drama, Romance",105,6.6,2007
Sub terra,"Drama, Romance",105,6.7,2003
Elvis and Anabelle,"Drama, Romance",106,7.4,2007
Illusion,"Drama, Romance",106,7.2,2004
Alemaya,"Drama, Romance",107,6.8,2004
Seven Lovers,"Drama, Romance",108,6.9,2014
Aurora Borealis,"Drama, Romance",110,6.9,2005
Bukas na lang kita mamahalin,"Drama, Romance",110,5,2000
The Manxman,"Drama, Romance",110,6.3,1929
Brooklyn,"Drama, Romance",111,7.2,2015
Great Expectations,"Drama, Romance",111,6.8,1998
Great Expectations,"Drama, Romance",111,6.8,1998
Half of a Yellow Sun,"Drama, Romance",111,6.1,2013
L'innocente,"Drama, Romance",112,7.5,1976
Two Gentlemen Sharing,"Drama, Romance",112,5.9,1969
Kimi no tame ni dekiru koto,"Drama, Romance",113,7.2,1999
Russkoye pole,"Drama, Romance",113,6.2,1973
Strange Cargo,"Drama, Romance",113,6.9,1940
Picnic,"Drama, Romance",115,7.2,1955
Strangers When We Meet,"Drama, Romance",117,7.1,1960
Strangers When We Meet,"Drama, Romance",117,7.1,1960
The Playboys,"Drama, Romance",117,6.4,1992
Water,"Drama, Romance",117,7.8,2005
Closing the Ring,"Drama, Romance",118,6.6,2007
Panny z Wilka,"Drama, Romance",118,7.5,1979
The Fugitive Kind,"Drama, Romance",119,7.2,1960
Le grand jeu,"Drama, Romance",120,7.3,1934
The Immigrant,"Drama, Romance",120,6.6,2013
Uvidet Parizh i umeret,"Drama, Romance",120,6.3,1992
Table for Five,"Drama, Romance",122,6.2,1983
Games of Love and Chance,"Drama, Romance",123,6.9,2003
The Notebook,"Drama, Romance",123,7.9,2004
Mother and Child,"Drama, Romance",125,7.2,2009
The World of Suzie Wong,"Drama, Romance",126,7.1,1960
At First Sight,"Drama, Romance",128,5.9,1999
Fanny,"Drama, Romance",134,7.1,1961
Brokeback Mountain,"Drama, Romance",134,7.7,2005
Maurice,"Drama, Romance",140,7.8,1987
The Great Gatsby,"Drama, Romance",143,7.3,2013
The White Sister,"Drama, Romance",143,7,1923
Aishwarya,"Drama, Romance",147,6.7,2006
Forever My Love,"Drama, Romance",147,7.5,1962
Zangiku monogatari,"Drama, Romance",148,7.9,1939
Indochine,"Drama, Romance",159,7.1,1992
In the Family,"Drama, Romance",169,7.2,2011
Bommarillu,"Drama, Romance",170,8.3,2006
La Chartreuse de Parme,"Drama, Romance",170,7.1,1948
Eternal Sunshine of the Spotless Mind,"Drama, Romance, Sci-Fi",108,8.4,2004
Kukolka,"Drama, Romance, Sport",135,6.5,1988
Safe Haven,"Drama, Romance, Thriller",115,6.7,2013
Forbidden Playground,"Drama, Romance, Thriller",119,6.4,2014
Checkpoint,"Drama, Romance, War",85,7.3,1999
"Another Time, Another Place","Drama, Romance, War",91,5.8,1958
From This Day Forward,"Drama, Romance, War",95,6.5,1946
The White Cliffs of Dover,"Drama, Romance, War",126,7.1,1944
Ship of Fools,"Drama, Romance, War",149,7.2,1965
Song of the Loon,"Drama, Romance, Western",79,6.6,1970
Una cita de amor,"Drama, Romance, Western",86,6.4,1958
So Big,"Drama, Romance, Western",101,6.9,1953
El Dorado,"Drama, Romance, Western",126,7.7,1966
El Dorado,"Drama, Romance, Western",126,7.7,1966
Le tunnel,"Drama, Sci-Fi",72,6.2,1933
The People,"Drama, Sci-Fi",74,6.9,1972
Missile to the Moon,"Drama, Sci-Fi",78,3.6,1958
Deadly Harvest,"Drama, Sci-Fi",87,4.4,1977
Transfer,"Drama, Sci-Fi",93,6.8,2010
Close Encounters of the Third Kind,"Drama, Sci-Fi",137,7.7,1977
Omega Doom,"Drama, Sci-Fi, Thriller",84,4.5,1996
Signs,"Drama, Sci-Fi, Thriller",106,6.7,2002
It Happened Here,"Drama, Sci-Fi, War",93,6.8,1965
The Last Fight,"Drama, Sport",86,5.7,1983
Los peloteros,"Drama, Sport",90,7.5,1951
The Opponent,"Drama, Sport",90,6.4,2000
Downhill Racer,"Drama, Sport",101,6.5,1969
The Long Run,"Drama, Sport",112,5.5,2001
Losers,"Drama, Thriller",72,6.6,2013
El regreso,"Drama, Thriller",81,7.2,2003
Gracias por los servicios,"Drama, Thriller",85,4.7,1988
Survive!,"Drama, Thriller",85,5.5,1976
Five Fingers,"Drama, Thriller",87,6.4,2006
Holy Ghost People,"Drama, Thriller",88,5.2,2013
Fatal Bond,"Drama, Thriller",89,5.1,1991
La traductrice,"Drama, Thriller",90,6.2,2006
The M.O. Of M.I.,"Drama, Thriller",90,4.9,2002
Deep Powder,"Drama, Thriller",91,5.6,2013
Final Recourse,"Drama, Thriller",91,5.4,2013
Lost in a Crowd,"Drama, Thriller",92,7.5,2011
Maternal Instincts,"Drama, Thriller",92,5.4,1996
La guarida del topo,"Drama, Thriller",95,6.3,2011
Shadow Hours,"Drama, Thriller",95,5.9,2000
Show Me,"Drama, Thriller",97,6,2004
De schorpioen,"Drama, Thriller",98,6.6,1984
The Teacher,"Drama, Thriller",98,4.9,1974
Anna,"Drama, Thriller",99,6.5,2013
The Disappearance,"Drama, Thriller",100,5.7,1977
La femme flic,"Drama, Thriller",103,6.5,1980
Flucht nach Berlin,"Drama, Thriller",104,7.9,1961
Bypass,"Drama, Thriller",105,5.4,2014
Rosa blanca,"Drama, Thriller",105,7,1961
Confessions,"Drama, Thriller",106,7.9,2010
Single White Female,"Drama, Thriller",107,6.3,1992
Hidden Agenda,"Drama, Thriller",108,7,1990
Kaivo,"Drama, Thriller",109,5.4,1992
Apt Pupil,"Drama, Thriller",111,6.7,1998
Discarded,"Drama, Thriller",111,7,2013
The East,"Drama, Thriller",116,6.9,2013
Martha,"Drama, Thriller",116,7.8,1974
Confidential Agent,"Drama, Thriller",118,6.6,1945
What Ever Happened to Baby Jane?,"Drama, Thriller",134,8.1,1962
Road to Sangam,"Drama, Thriller",135,7.4,2010
Greed,"Drama, Thriller",140,7.9,1924
Teen Patti,"Drama, Thriller",140,4.1,2010
Tournament,"Drama, Thriller",150,4.3,2011
Ponnar Sankar,"Drama, Thriller",160,3.9,2011
Eskapo,"Drama, Thriller, Action",114,7.2,1995
The Invitation,"Drama, Thriller, Horror",85,4.6,2003
The Invitation,"Drama, Thriller, Horror",85,4.6,2003
Further North,"Drama, Thriller, Western",89,7,2008
Cud nad Wisla,"Drama, War",51,5.4,1921
Out of the Depths,"Drama, War",61,4.9,1945
Ekipazh mashiny boevoy,"Drama, War",67,6.1,1983
Identity Unknown,"Drama, War",71,6,1945
Battle for Music,"Drama, War",74,6,1945
Den pobedy,"Drama, War",75,4.4,2007
The Betrayal,"Drama, War",80,6.6,2005
Port Arthur,"Drama, War",81,4.8,1936
Salute John Citizen,"Drama, War",96,5.5,1942
Ultimatum alla vita,"Drama, War",96,5.3,1962
The Trench,"Drama, War",98,6.1,1999
Les Milles,"Drama, War",103,6.4,1995
"Bless Me, Ultima","Drama, War",106,6.4,2013
Counterpoint,"Drama, War",107,6.1,1967
Leningrad,"Drama, War",110,6.1,2009
Shot Through the Heart,"Drama, War",112,7.3,1998
Task Force,"Drama, War",116,6.7,1949
Address Unknown,"Drama, War",117,7.3,2001
Silent Cries,"Drama, War",120,6.6,1993
Land of Plenty,"Drama, War",123,6.5,2004
Under Fire,"Drama, War",128,7,1983
In Harm's Way,"Drama, War",165,7.3,1965
Warriors,"Drama, War",175,8,1999
Utomlyonnye solntsem 2: Predstoyanie,"Drama, War",181,4.1,2010
The Cuckoo,"Drama, War, Comedy",99,7.9,2002
Wicked Spring,"Drama, War, Western",102,5.5,2002
Decision at Sundown,"Drama, Western",77,6.9,1957
Buchanan Rides Alone,"Drama, Western",78,7,1958
The Ride Back,"Drama, Western",79,7,1957
Freckles,"Drama, Western",83,5.2,1960
The Gunfighter,"Drama, Western",85,7.7,1950
Uno para la horca,"Drama, Western",85,5.2,1974
The Pavilion,"Drama, Western",94,5.4,2004
Twee jongens en een oude auto,Family,71,5.3,1969
A Little Christmas Business,Family,75,8,2013
Het leven volgens Nino,Family,77,7,2014
Plop wordt kabouterkoning,Family,78,7.6,2012
Toni Goldwascher,Family,89,6,2007
Finn,Family,90,7.1,2013
Heaven Ain't Hard to Find,Family,90,4.1,2010
Lykken kommer,Family,90,5.1,1942
Ozzie,Family,90,4.9,2006
Il grande cocomero,Family,95,6.8,1993
Jolly Roger,Family,95,3.5,2001
Papa naprokat,Family,95,6.1,2008
Barridos y regados,"Family, Comedy",87,4,1963
Ernest Goes to Camp,"Family, Comedy",92,5.4,1987
The Strongest Man in the World,"Family, Comedy, Fantasy",92,5.9,1975
Spuk im Hochhaus,"Family, Comedy, Fantasy",180,8.3,1982
Sultan,"Family, Comedy, Romance",88,7.8,1978
Heidi,"Family, Drama",88,7.3,1937
Frau Holle,"Family, Fantasy",58,6.4,2008
Singsing ni Lola,"Family, Fantasy, Horror",105,5.4,2002
Finian's Rainbow,"Family, Fantasy, Musical",141,6.2,1968
Matty Hanson and the Invisibility Ray,"Family, Fantasy, Sci-Fi",88,5.7,2011
Sarah Landon and the Paranormal Hour,"Family, Horror, Mystery",81,3.9,2007
Manikyakallu,"Family, Thriller",150,6.2,2011
La fille et le fleuve,Fantasy,65,5.2,2014
Malice in Wonderland,Fantasy,87,6.1,2009
Povero Cristo,Fantasy,95,6.3,1976
Feroz,Fantasy,115,5.4,1984
The Princess and the Pauper,Fantasy,180,6.1,1997
Beastmaster 2: Through the Portal of Time,"Fantasy, Action, Adventure",107,3.7,1991
La odalisca No. 13,"Fantasy, Comedy",90,6.9,1958
Yotsuya kaidan,"Fantasy, Horror",105,7,1965
The Ark of the Witch,"Fantasy, Horror, Mystery",84,5.2,2014
Xanadu,"Fantasy, Musical, Romance",96,5,1980
Mast,"Fantasy, Musical, Romance",153,5.5,1999
Kappa,"Fantasy, Sci-Fi",118,5.8,1994
BenD,"Fantasy, Thriller",80,6.4,2012
Ta-Kien,"Fantasy, Thriller",98,4.1,2003
Nagin,"Fantasy, Thriller, Action",180,6.3,1976
Niagara,"Film-Noir, Thriller",92,7.1,1953
Carne the Taco Maker,History,83,4.4,2013
Carlota Joaquina: Princesa do Brazil,History,100,7,1995
Miasto z morza,History,114,4.9,2009
Pentru patrie,"History, War",192,7.1,1977
Trini,"History, War, Western",86,4.8,1979
Sadisticum,Horror,56,4.2,2009
Cry of the Werewolf,Horror,63,5.1,1944
The Girl Who Played with the Dead,Horror,64,1.9,2014
Blood Feast,Horror,67,5,1963
Wild Country,Horror,67,4.5,2005
A Night to Dismember,Horror,69,3.1,1983
The Devil's Business,Horror,69,5.2,2011
The Thing That Couldn't Die,Horror,69,3.2,1958
Blood for Irina,Horror,70,3.5,2012
Love After Death,Horror,72,4.3,1968
Occhi,Horror,72,6.3,2010
The Grief,Horror,73,3.3,2009
Automaton Transfusion,Horror,75,3.8,2006
Sledge,Horror,75,4.5,2014
Revolution 666,Horror,76,3.9,2015
Kenpei to barabara shibijin,Horror,77,5.5,1957
Legenda,Horror,77,2.9,2005
Dead Walkers: Rise of the 4th Reich,Horror,79,2.4,2013
Unhinged,Horror,79,5,1982
Girls School Screamers,Horror,80,3.7,1986
Son of Dracula,Horror,80,6.2,1943
Strange Blood,Horror,80,3,2015
Till Death,Horror,80,6,1978
Blood Oath,Horror,82,4.2,2007
E.N.D. The Movie,Horror,82,6.4,2015
Scalps,Horror,82,3.4,1983
The Burning Dead,Horror,82,2.2,2015
Necromancy,Horror,83,4.1,1972
Sauna,Horror,83,6.4,2008
And All Through the House,Horror,84,5.2,2011
Carnivorous,Horror,84,2.7,2007
Pulau hantu 3,Horror,84,3.8,2012
The Curse of the Living Corpse,Horror,84,5.3,1964
Camp Slaughter,Horror,85,1.9,2004
Deathwalkers,Horror,85,7.2,1989
Freakshow,Horror,85,3.3,2007
Headless,Horror,85,5.4,2015
Superstition,Horror,85,5.8,1982
The Meateater,Horror,85,2.9,1979
Bottom Feeder,Horror,86,4.3,2007
Qu mo jing cha,Horror,87,7.2,1990
The Rise of Jengo,Horror,87,4.7,2011
Jack the Reaper,Horror,88,3.5,2011
Sumpahan kum kum,Horror,88,5,2012
Night Life,Horror,89,5.7,1989
Absolute Horror,Horror,90,4.1,2007
House of Horrors: Gates of Hell,Horror,90,5.5,2012
L'usine du vampire,Horror,90,6.3,1977
Night of the Damned,Horror,90,5,1971
Oliver Twisted,Horror,90,6,2000
Scorched Heat,Horror,90,3.8,1987
Sea of Fear,Horror,90,2.7,2006
The Ecstasy of Isabel Mann,Horror,90,5.3,2012
UKM: The Ultimate Killing Machine,Horror,90,3.1,2006
A Nightmare on Elm Street,Horror,91,7.5,1984
And Now the Screaming Starts!,Horror,91,5.9,1973
Bloodlines,Horror,92,3.9,2007
Frankenstein 2000 - Ritorno dalla morte,Horror,93,4.2,1991
Saw II,Horror,93,6.6,2005
Reel-Illusionary Zone,Horror,94,3.9,2008
Eoh-neu-nal-gap-ja-gi D-Day,Horror,95,6.1,2006
Harim,Horror,95,5,2009
Haunts,Horror,97,4.9,1977
Hallows Eve: Slaughter on Second Street,Horror,98,5.4,2008
Immortal Enemy,Horror,98,4.4,2003
In Search of Lovecraft,Horror,98,2.6,2008
The Texas Chainsaw Massacre,Horror,98,6.2,2003
The Texas Chainsaw Massacre,Horror,98,6.2,2003
Zirneklis,Horror,98,5.7,1991
Lynch Mob,Horror,99,4.5,2009
Mo,Horror,99,7.2,1983
Chikas vampyras,Horror,100,3.2,2009
Tau chut,Horror,100,5.9,2009
Renaissance of the Dead,Horror,101,5.3,2009
The Innkeepers,Horror,101,5.5,2011
The Penny Dreadful Picture Show,Horror,101,5,2013
Jenny Dixon Beach,Horror,110,6,2011
The Bailey Case,Horror,110,6.9,2011
A Taste of Blood,Horror,117,4.8,1967
Spooks Run Wild,"Horror, Comedy",65,6,1941
Circus of Horrors,"Horror, Drama",88,6.1,1960
La fille de Dracula,"Horror, Mystery",87,5.2,1972
Q,"Horror, Mystery",93,6.1,1982
Graduation Day,"Horror, Mystery",96,4.3,1981
Tusuk jelangkung,"Horror, Mystery",103,5.5,2003
Crawlspace,"Horror, Mystery, Sci-Fi",86,4.8,2012
Copley: An American Fairytale,"Horror, Mystery, Thriller",72,6.9,2008
Nostradamus y el destructor de monstruos,"Horror, Mystery, Thriller",74,4.4,1962
Severed Footage,"Horror, Mystery, Thriller",87,5,2012
File Box,"Horror, Mystery, Thriller",88,4.4,2013
April Fool's Day,"Horror, Mystery, Thriller",89,6.2,1986
Rage: Midsummer's Eve,"Horror, Mystery, Thriller",90,5.4,2015
Nomads,"Horror, Mystery, Thriller",91,5.5,1986
Haunter,"Horror, Mystery, Thriller",97,5.9,2013
Whispers,"Horror, Mystery, Thriller",100,4.3,1990
Hide and Seek,"Horror, Mystery, Thriller",101,5.9,2005
Happy Birthday to Me,"Horror, Mystery, Thriller",110,6,1981
Blackout,"Horror, Mystery, Thriller",120,5.1,2008
Yau leng ching shu,"Horror, Romance",89,5.8,2001
Saint Dracula 3D,"Horror, Romance, Thriller",120,3.2,2012
"Tetsuo, the Iron Man","Horror, Sci-Fi",67,7,1989
"Homunculus, 1. Teil","Horror, Sci-Fi",69,5.6,1916
"Homunculus, 1. Teil","Horror, Sci-Fi",69,5.6,1916
Indestructible Man,"Horror, Sci-Fi",72,3.7,1956
Breeders,"Horror, Sci-Fi",77,3.3,1986
Children of the Damned,"Horror, Sci-Fi",90,6.1,1964
Zombie Hunters,"Horror, Sci-Fi",90,2.6,2008
Them!,"Horror, Sci-Fi",94,7.3,1954
It!,"Horror, Sci-Fi",96,5.4,1967
Braincell,"Horror, Sci-Fi",100,4.1,2010
Twilight Zone: The Movie,"Horror, Sci-Fi",101,6.5,1983
Scanners,"Horror, Sci-Fi",103,6.8,1981
The Curse of the Komodo,"Horror, Sci-Fi, Action",92,2.8,2004
The Mad Ghoul,"Horror, Sci-Fi, Thriller",65,5.7,1943
Artifacts,"Horror, Sci-Fi, Thriller",75,3.6,2007
Splinter,"Horror, Sci-Fi, Thriller",82,6.1,2008
The Lady and the Monster,"Horror, Sci-Fi, Thriller",86,5.6,1944
The Thaw,"Horror, Sci-Fi, Thriller",90,5.2,2009
Bats,"Horror, Sci-Fi, Thriller",91,3.6,1999
Lost Time,"Horror, Sci-Fi, Thriller",93,2.8,2014
Ghost in the Machine,"Horror, Sci-Fi, Thriller",95,4.3,1993
La machine,"Horror, Sci-Fi, Thriller",96,5.3,1994
The Hollow One,"Horror, Sci-Fi, Thriller",100,7.1,2015
Psalm 21,"Horror, Sci-Fi, Thriller",114,4.5,2009
Castle Sinister,"Horror, Thriller",49,4.1,1948
I Put My Heart Into This Film,"Horror, Thriller",64,6.4,2014
Jebadiah's Axe,"Horror, Thriller",66,4.5,2013
Hunger Unholy,"Horror, Thriller",67,5.4,2013
The Locker,"Horror, Thriller",71,5.6,2004
Deadly Gamble,"Horror, Thriller",78,6,2015
The Dark Hours,"Horror, Thriller",80,6.1,2005
Blood Tracks,"Horror, Thriller",81,3.8,1985
Djinn,"Horror, Thriller",82,4.4,2013
Air terjun pengantin phuket,"Horror, Thriller",83,5,2013
Little Erin Merryweather,"Horror, Thriller",84,5.4,2003
The Hoarder,"Horror, Thriller",84,6.1,2015
Amusement,"Horror, Thriller",85,5.1,2008
Animal,"Horror, Thriller",86,4.8,2014
Lizzie,"Horror, Thriller",86,2.5,2012
